ディープシー・ビジターDīpushī Bijitā,ディープシー・ビジター
防護Hōgo,防護
防衛軍Bōeigun,防衛軍
防衛軍の休日Bōēgun no Kyūjitsu,防衛軍の休日
防衛軍・シルバー小隊Bōeigun - Shirubā Shōtai,防衛軍・シルバー小隊
パリィ支援：最後の防衛線_JP0A,パリィ支援：最後の防衛線
暁天に響く鈴Shōten ni Hibiku Suzu[!][!]Assumed reading,暁天に響く鈴
デリーンDerīn,デリーン
ディニーDinī,ディニー
デニッシュDenisshu,デニッシュ
ダーマンDāman,ダーマン
スイーツSuītsu,スイーツ
再会する運命Saikaisuru Unmē,再会する運命
プロファイルPorofairu,プロファイル
ジョロキアソーダJorokiasōda,ジョロキアソーダ
アクマデボンプAkumadebonpu,アクマデボンプ
徳豊質店Tokuhō Shichiten,徳豊質店
"ガーデニングショップ「朝露」Gādeningu Shoppu ""Asatsuyu""",ガーデニングショップ「朝露」
ダイアリンDaiarin,ダイアリン
ディメンショナル・スナイパーDimenshonaru Sunaipā,ディメンショナル・スナイパー
ディミトリDimitori,ディミトリ
ディナDina,ディナDina
大野監督Ōno Kantoku,大野監督Ōno Kantoku
ドライバディスクDoraibadisuku,ドライバディスク
使い捨てプラグイン-A,使い捨てプラグイン-A
使い捨てプラグイン-B,使い捨てプラグイン-B
使い捨てプラグイン-S,使い捨てプラグイン-S
紛争ノードFunsō Nōdo,紛争ノード
喧噪のソナタKensō no Sonata,喧噪のソナタ
占いUranai,占い
穏やかな夜をよしとせずOdayaka na Yoru wo Yoshitosezu,穏やかな夜をよしとせず
回避：残影_JP0A,回避：残影
回避反撃：疾影_JP0A,回避反撃：疾影
回避反撃：疾影の舞_JP0A,回避反撃：疾影の舞
ドリーDorī,ドリーDorī
ドント・タッチDonto Tacchi,ドント・タッチ
ノット・アローンNotto Arōn,ノット・アローン
ドーパミン・ホリデー・プロジェクトDōpamin Horidē Purojekuto,ドーパミン・ホリデー・プロジェクト
電離体・ドッペルゲンガーDenritai - Dopperugengā,電離体・ドッペルゲンガー
電離体・ドッペルゲンガー・ベルラムDenritai - Dopperugengā - Beruramu,電離体・ドッペルゲンガー・ベルラム
電離体・ドッペルゲンガー・ジェーンDenritai - Dopperugengā - Jēn,電離体・ドッペルゲンガー・ジェーン
電離体・ドッペルゲンガー・モルスDenritai - Dopperugengā - Morusu,電離体・ドッペルゲンガー・モルス
"ドッペルゲンガー・「背信者」Dopperugengā - ""Haishinsha""","ドッペルゲンガー・「背信者」
ドリアンDorian,ドリアン
渦巻く疑雲Uzumaku Gi'un,渦巻く疑雲
ロア先生Roa Sensē,ロア先生
ドリームレス・ヒーローDorīmuresu Hīrō,ドリームレス・ヒーロー
ドルDoru,ドル
メッセージボトルMessēji Botoru,メッセージボトル
メッセージボトルNO.1Messēji Botoru No.1,メッセージボトルNO.1
メッセージボトルNO.2Messēji Botoru No.2,メッセージボトルNO.2
メッセージボトルNO.3Messēji Botoru No.3,メッセージボトルNO.3
ドリフトテクニックDorifutotekunikku,ドリフトテクニック
ドリルリグ-レッドシャフトDoriru Rigu - Reddo Shafuto,ドリルリグ-レッドシャフト
夕焼けへGO！,夕焼けへGO！
夢縋りYume Sugari,夢縋り
アリーナメダルArīnamedaru,アリーナメダル
デュラハンDyurahan,デュラハン
ダスク・イン・ザ・ワイルドDasuku In Za Wairudo,ダスク・イン・ザ・ワイルド
無限ループMugen Rūpu,無限ループ
ディランDiran,ディラン
強化特殊スキル：V式サンライズ・アッパー-フルストローク,強化特殊スキル：V式サンライズ・アッパー-フルストローク
エコールームEkōrūmu,エコールーム
シルバーの復活Shirubā no Fukkatsu,シルバーの復活
エドガーEdogā,エドガー
エドモンドEdomondo,エドモンド
エーゲĒge,エーゲ
エリナーErinā,エリナー
電気属性Denki Zokusē,電気属性
露電幻夢ⅠRoden Genmu I,露電幻夢Ⅰ
電撃リップグロスDengeki Rippugurosu,電撃リップグロス
ビリビリボンプBiribiribonpu,ビリビリボンプ
優美のヴァニティYūbi no Vaniti,優美のヴァニティ
エレベーターErebētā,エレベーター
エイファEifa,エイファ
エリアナEriana,エリアナ
抹殺リストMassatsu Risuto,抹殺リスト
エリスErisu,エリス
"「精鋭」アシスタントボンプ""Seiei"" Ashisutanto Bonpu","「精鋭」アシスタントボンプ"
エレン・ジョーEren Jō,エレン・ジョー
シザーテイルShizāteiru,シザーテイル
エルモErumo,エルモErumo
エルピス最強釣り師決定戦Erupisu Saikyō Tsurishi Kettēsen,エルピス最強釣り師決定戦
緊急逮捕Kinkyu Taiho,緊急逮捕
アミーAmī,アミー
コウテイKōtē,コウテイ
暗号化マスターテープAngōka Masutātēpu,暗号化マスターテープ
ついに、エンディングなの(‍かかText for Wise‍)…？,ついに、エンディングなの…？
高塔の激戦Kōtō no Gekisen,高塔の激戦
高塔の激戦：栄光Kōtō no Gekisen: Ēkō,高塔の激戦：栄光
高塔の激戦：末路Kōtō no Gekisen: Matsuro[!][!]Assumed reading,高塔の激戦：末路
死地Shichi,死地
パエトーン図鑑Paetōn Zukan,パエトーン図鑑
エネルギーEnerugī,エネルギー
エンリコEnriko,エンリコ
エーテル・ドリームĒteru Dorīmu,エーテル・ドリーム
エンゾウEnzō,エンゾウ
イアスIasu,イアス
後日談Gojitsudan,後日談
エリックErikku,エリック
エリー都Erī To,エリー都
エリーンErīn,エリーン
エスプレッソEsupuresso,エスプレッソ
イサンIsan,イサン
イーサンĪsan,イーサン
アルコールArukōru,アルコール
エーテル電池Ēteru Denchi,エーテル電池
エーテル・キャビテーションĒteru Kyabitēshon,エーテル・キャビテーション
エーテルコンパスĒterukonpasu,エーテルコンパス
エーテルの異形Ēteru no Ikē,エーテルの異形
エーテリアスĒteriasu,エーテリアス
ユージーンYūjīn,ユージーン
イヴIvu,イヴ
イヴリン・シェヴァリエIvurin Shevarie,イヴリン・シェヴァリエ
イベントIbento,イベント
万物に魂ありBanbutsu ni Tamashi Ari,万物に魂あり
証拠品-サイン入りポスターShōkohin-Sain Iri Posutā,証拠品-サイン入りポスター
ブルースターBurūsutā,ブルースター
讃頌会Sanshō-kai,讃頌会
"「讃頌会」の司教""Sansho-kai"" no Shikyō",「讃頌会」の司教
セイケンボンプSeikenbonpu,セイケンボンプ
音動機Ondōki,音動機
執行官と新年の準備Shikkōkan to Shinnen no Junbi,執行官と新年の準備
「爺i」の使い心地,「爺i」の使い心地
エキスパート挑戦Ekisupāto Chōsen,エキスパート挑戦
ドッペルゲンガー・ジェーンDopperugengā - Jēn,ドッペルゲンガー・ジェーン
ミアズミック・狛野真斗Miazumikku - Komano Manato,ミアズミック・狛野真斗
要警戒・アーマーハティYōkēkai - Āmā Hati,要警戒・アーマーハティ
要警戒・デュラハンYōkēkai - Dyurahan,要警戒・デュラハン
サクリファイス・ヘレティック・ジェスターSakurifaisu - Hereteikku Jesutā,サクリファイス・ヘレティック・ジェスター
トラキアンTorakian,トラキアン
"「テューポーン・スラッガー」""Tyūpōn Suraggā""",「テューポーン・スラッガー」
タンケンボンプTakenbonpu,タンケンボンプ
終電爆裂Shūden Bakuretsu,終電爆裂
外部記憶素子Gaibu Kiokusoshi,外部記憶素子
GW期間は増量中！ご来店お待ちしています！,GW期間は増量中！ご来店お待ちしています！
再創の遺殻Saisō no Nokokara,再創の遺殻
ファミールFamīru,ファミール
澄輝坪Chōkihē,澄輝坪
フェイスFeisu,フェイス
ファミリー・スピードFamirī Supīdo,ファミリー・スピード
精巧なコレクションSēkō na Korekushon,精巧なコレクション
獣牙のヘヴィメタルJūga no Hevimetaru,獣牙のヘヴィメタル
ファンタジィ・リゾートFantajii Rizōto,ファンタジィ・リゾート
ファールバウティFārubauti,ファールバウティ
サテュロスSatyurosu,サテュロス
ファヌス区Fanusu Ku,ファヌス区
機能アップデート！HIAが送る最新の感覚同期VR機能,機能アップデート！HIAが送る最新の感覚同期VR機能
ミネMine,ミネ
殺戮を掴む掌Satsuriku wo Tsukamu Tenohira,殺戮を掴む掌
フェロクスFerokusu,フェロクス
"「渡し守」""Watashimori""",「渡し守」
熾烈な社内闘争Shiretsu na Shanai Tōsō,熾烈な社内闘争
終結スキル：フィナーレ_JP0A,終結スキル：フィナーレ
ファイナル・パンチFainaru Panchi,ファイナル・パンチ
終幕のダンスシューズShūmaku no Dansushūzu,終幕のダンスシューズ
炎属性Honoo Zokusē,炎属性
ホタルダケHotarudake,ホタルダケ
プロのアフターサービスPuro no Afutāsābisu,プロのアフターサービス
危ういビルの初調査Ayaui Biru no Hatsu Chōsa,危ういビルの初調査
ミミック蟹Mimikku Kani,ミミック蟹
ロクセンフエダイRokusenfuedai,ロクセンフエダイ
火を帯びし先導者Hi wo Obishi Sendōsha[!][!]Assumed reading,火を帯びし先導者
バーニング・シェイカーBāningu Sheikā,バーニング・シェイカー
ヒラメウオHirameuo,ヒラメウオ
褒めるボンプHomeru Bonpu,褒めるボンプ
完璧なる偽装Kanpeiki naru Gisō,完璧なる偽装
鳥は夢へと羽ばたいてDori ha Ume e to Habataite,鳥は夢へと羽ばたいて
"「シード」""Shīdo""",「シード」
花の谷のフローラHana no Tani no Furōra,花の谷のフローラ
珍花の旅路Chinka no Tabiji,珍花の旅路
"「ホイップ」""Hoippu""",「ホイップ」
葉と花を求めてHa to Hana wo Motomete,葉と花を求めて
トーマス班長Tōmasu Hanchō,トーマス班長
オマカセボンプOmakasebonpu,オマカセボンプ
フォッソルFossoru,フォッソル
フリーフォールFurīfōru,フリーフォール
ストレスフリーSutoresufurī,ストレスフリー
フリーダム・ブルースFurīdamu Burūsu,フリーダム・ブルース
フライデーFuraidē,フライデー
フライドチキンFuraidochikin,フライドチキン
新旧の友達Shinkyu no Tomodachi,新旧の友達
ポテトランプPoteto Ranpu,ポテトランプ
氷属性Koori Zokusē,氷属性
フローズンFurōzun,フローズン
フルーツフォームラテFurūtsufōmurate,フルーツフォームラテ
フルーティーFurūtī,フルーティー
橘福福Chī Fūfū,橘福福
フルメタル・ウェーブFurumetaru Wēbu,フルメタル・ウェーブ
複合コンパイラFukugō Konpaira,複合コンパイラ
カプセルトイKapuserutoi,カプセルトイ
ガチャマシーン-A,ガチャマシーン-A
ガチャマシーン-B,ガチャマシーン-B
ガチャマシーン-S,ガチャマシーン-S
ゲアリーGearī,ゲアリー
ギアコインGia Koin,ギアコイン
ジェミナJemina,ジェミナ
チョップ大将Choppu Taishō,チョップ大将
片利共生型エーテリアス群・コード：ジェペットHenri Kyōsei-gata Ēteriasu-gun - Kōdo: Jepetto,片利共生型エーテリアス群・コード：ジェペット
ゲラントGeranto,ゲラント
幽霊船の大冒険Yūrēsen no Daibōken,幽霊船の大冒険
ジンジャーJinjā,ジンジャー
少女AShōjo A,少女A
レインRein,レイン
オツリOtsuri,オツリ
ゴブリンGoburin,ゴブリン
スピード・ドリフトSupīdo Dorifuto,スピード・ドリフト
決戦！「GOD FINGER」の頂,決戦！「GOD FINGER」の頂
ゴールド・ラプソディーGōrudo Rapusodī,ゴールド・ラプソディー
ゴールドボンプGōrudo Bonpu,ゴールドボンプ
ゴールドボンプGōrudobonpu,ゴールドボンプ
こんばんは、新エリー都！Konbanwa Shin Eri To,こんばんは、新エリー都！
良い品屋Yoihin Ya,良い品屋
グレース・ハワードGurēsu Hawādo,グレース・ハワード
宗師Sōshi,宗師
谷じいTani Jī,谷じい
レイシャおばあさんReisha Obāsan,レイシャおばあさん
ヘルバHeruba,ヘルバ
グラビティが結ぶ出会いGurabiti ga Musubu De'ai,グラビティが結ぶ出会い
映画鑑賞ノートĒgakanshō Nōto,映画鑑賞ノート
グレポGurepo,グレポ
マリオネット・グレイベールMarionetto - Gurei Bēru,マリオネット・グレイベール
清Sei[!][!]Assumed reading,清
グレーテルGurēteru,グレーテル
ゾーイZōi,ゾーイZōi
アンナイボンプAnnaibonpu,アンナイボンプ
ゴウホウGouhou,ゴウホウ
ホロウC41へ入る最良の方法を試してきてやった,ホロウC41へ入る最良の方法を試してきてやった
H.D.Dシステム,H.D.Dシステム
ホロウ調査協会Horō Chōsa Kyōkai,ホロウ調査協会
H.I.A.的未来,H.I.A.的未来
対ホロウ特別行動部第六課Tai Horou Tokubetsu Kōdōbu Dairokka,対ホロウ特別行動部第六課
H.A.N.D.本部H.A.N.D Honbu,H.A.N.D.本部
H.A.N.D.広場の入口,H.A.N.D.広場の入口
HIAセンターHIA Sentā,HIAセンター
調査協会記念コインChōsa Kyōkai Kinen Koin,調査協会記念コイン
HIAのデータサンプル,HIAのデータサンプル
調査協会補給ステーションChōsa Kyōkai Hokyū Sutēshon,調査協会補給ステーション
HIAスタッフ,HIAスタッフ
対ホロウ行動部特務隊Tai Horō Kōdōbu Tokumutai,対ホロウ行動部特務隊
ハレイHarei,ハレイ
あられ落つ星殿Arare Otsu Sēden,あられ落つ星殿
ハールHāru,ハール
ミディアムレアプラチナMidiamureapurachina,ミディアムレアプラチナ
"アクセサリ「ハムスターケージ」Akusesari ""Hamusutā Kēji""",アクセサリ「ハムスターケージ」
HID懐中電灯,HID懐中電灯
ハンナHanna,ハンナ
ハンスHansu,ハンス
ハーレーHārē,ハーレー
響き合う旋律Hibiki'au Senritsu,響き合う旋律
ハルトマン・レイヴンロックHarutoman Reibunlokku,ハルトマン・レイヴンロック
ハティHati,ハティ
ハワーラホロウHawārahorou,ハワーラホロウ
「花粉症I」,「花粉症I」
「花粉症II」,「花粉症II」
ハイヨトHaiyoto,ハイヨト
ヘーゼルHēzeru,ヘーゼル
マシナリー・ハートMashinarī Hāto,マシナリー・ハート
心弦のノクターンShinken no Nokutān,心弦のノクターン
ヘディーHedī,ヘディー
ヘレンHeren,ヘレン
へーリオス研究所Hēriosu Kenkyūjo,へーリオス研究所
燃獄ギアNengoku Gia,燃獄ギア
ヘミオラHemiora,ヘミオラ
ハイレックHairekku,ハイレック
Hi-Fi原盤,Hi-Fi原盤
隠された物語Kakusareta Monogatari,隠された物語
高次元データ：夢蝕む残鉄Gāowéi Shùjù: Yumemushibamu Zantetsu,高次元データ：夢蝕む残鉄
高次元データ：深紅の震慄Kōjigen Dēta: Shinku no Shinritsu,高次元データ：深紅の震慄
高次元データ：壊滅の突進Kōjigen Dēta: Kaimetsu no Totsushin,高次元データ：壊滅の突進
高次元データ：追襲の骸影Kōjigen Dēta: Tsuishū no Gai'ei,高次元データ：追襲の骸影
"高次元データ：拳、墜つKōjigen Dēta: Kobushi, Otsu",高次元データ：拳、墜つ
高次元データ：穢れた鞘翅Kōjigen Dēta: Kegareta Sayabane,高次元データ：穢れた鞘翅
高次元データ：断命の除伐Kōjigen Dēta: Danmei no Shobatsu,高次元データ：断命の除伐
高次元データ：凶刑の訃報Kōjigen Dēta: Kyōkē no Fuhō,高次元データ：凶刑の訃報
高次元データ：奇襲する魅影Kōjigen Dēta: Kishū suru Mikage,高次元データ：奇襲する魅影
高次元データ：鋼鉄の悪意Kōjigen Dēta: Kōtetsu no Aku'i,高次元データ：鋼鉄の悪意
高次元データ：閃く雷光Kōjigen Dēta: Hirameku Raikō,高次元データ：閃く雷光
高次元データ：奇怪なる毒刃Kōjigen Dēta: Kikai naru Dokujin,高次元データ：奇怪なる毒刃
彼の夢Kare no Yume,彼の夢
ヒッチスパイカーHitchisupaikā,ヒッチスパイカー
日渡Hiwatari[!][!]Assumed reading,日渡
シエナShiena,シエナ
ホークHōku,ホーク
ホロウC41,ホロウC41
ギミックGimikku,ギミック
マークMāku,マーク
リソースRisōsu,リソース
ホロウレスキュー・ホットラインHorouresukyū Hottorain,ホロウレスキュー・ホットライン
ホロウレイダーHoroureidā,ホロウレイダー
ホロウレイダーHorō Reidā,ホロウレイダー
ホロウレイダーの集いHorō Reidā no Tsudoi,ホロウレイダーの集い
ホロウ防災マニュアルHorō Bōsai Manyuaru,ホロウ防災マニュアル
零号ホロウZero-gō Horō,零号ホロウ
ホリィHorii,ホリィ
VR危局強襲戦,VR危局強襲戦
ホプリタイHopuritai,ホプリタイ
ホルモン・パンクHorumon Panku,ホルモン・パンク
ホーネットHōnetto,ホーネット
星見家Hoshimi Ke,星見家
星見雅Hoshimi Miyabi,星見雅
星見雅の髪飾りHoshimi Miyabi no Kamikazari,星見雅の髪飾り
星見宗一郎Hoshimi Sōichirō,星見宗一郎
ハウスキーパーHausukīpā,ハウスキーパー
ウーフŪfu,ウーフ
"「虎威」""Hu Ue""[!][!]Assumed reading",「虎威」
ヒューゴ・ヴラドHyūgo Vurado,ヒューゴ・ヴラド
コブウオKobuuo,コブウオ
フークレスFūkuresu,フークレス
ハスクロンHasukuron,ハスクロン
ツール・ド・インフェルノTsūru do Inferuno,ツール・ド・インフェルノ
極限依頼Kyokugen Irai,極限依頼
極限依頼：PVサウンドトラック集Kyokugen Irai: PV Saundotorakku-shū,極限依頼：PVサウンドトラック集
インターノットIntānotto,インターノット
元お金持ちMoto o kanemochi,元お金持ち
玉壺青氷Gyoukko Seihyō,玉壺青氷
ドリフトアイス・ホロウDorifutoaisu Horou,ドリフトアイス・ホロウ
イーダĪda,イーダ
アイドリック・カデンツァAidorikku Kadentsa,アイドリック・カデンツァ
予期せぬ変数Yoki senu Hensū,予期せぬ変数
炎獄のヘヴィメタルEngoku no Hevimetaru,炎獄のヘヴィメタル
モクドンドンMokudondon,モクドンドン
クロKuro,クロ
研究所の金庫Enkyūsho no Kinko,研究所の金庫
クレジットKurejitto,クレジット
インターノットのトレンドIntānotto no Torendo,インターノットのトレンド
インターノットレベルIntanotto Reberu,インターノットレベル
インターノット会員Intānotto Kaiin,インターノット会員
虚白なる荒廃の地へKyohakunaru Kouhai no Chi e,虚白なる荒廃の地へ
闇への進入Yami e no Shin'nyu,闇への進入
探査Tansa,探査
調査員Chōsain,調査員
殺意の誘いSatsu'i no Sasoi,殺意の誘い
電離体・デュラハンDenritai - Dyurahan,電離体・デュラハン
電離体・タナトスDenritai - Tanatosu,電離体・タナトス
電離体・ドッペルゲンガー・狛野真斗Denritai - Dopperugengā - Komano Manato,電離体・ドッペルゲンガー・狛野真斗
イチハツは水辺に咲いてIchihatsu wa Mizube ni Saite,イチハツは水辺に咲いて
鉄則と暴挙Tessoku to Bōkyo,鉄則と暴挙
鉄アタマTetsu Atama,鉄アタマ
イゾルデIzorude,イゾルデ
"ボンプ生、山あり谷ありBonpu Sē, Yama Ari Tani Ari",ボンプ生、山あり谷あり
"「いま取り込み中、留守電でヨロ」""Ima Torikomi Chū, Rusuden de Yoro""",「いま取り込み中、留守電でヨロ」
アイヴィーAivī,アイヴィー
アイビーAibī,アイビー
ジャックJakku,ジャック
ジェイコブJeikobu,ジェイコブ
ジャクリーンJakurīn,ジャクリーン
ジェーン・ドゥJēn Du,ジェーン・ドゥ
ジェーンの顧問証明書Jēn no Komon Shōmēsho,ジェーンの顧問証明書
ヤヌス区Ya'nusu Ku,ヤヌス区
琴音Kotone[!][!]Assumed reading,琴音
ジェンJen,ジェン
カオGao,カオ
ジャーハオJāhao,ジャーハオ
ジンJin,ジン
ジョーJō,ジョー
ジョージョーJōjō,ジョージョー
ジョージョーの無重力な探検Jōjō no Mujyūryoku na Tanken,ジョージョーの無重力な探検
ジョバートJobāto,ジョバート
ジョーイJōi,ジョーイ
ジョリー・ジョニーJorī Jonī,ジョリー・ジョニー
ジョナJona,ジョナ
ヨランの遺作Yoran no Isaku,ヨランの遺作
ヨラン・デウィンターYoran De Uintā,ヨラン・デウィンター
ジョイスJoisu,ジョイス
喧嘩腰のボンバルダムKenkagoshi no Bonbarudamu,喧嘩腰のボンバルダム
楓Kaede[!][!]Assumed reading,楓
ケイKei,ケイ
海藤Kaidō[!][!]Assumed reading,海藤
釜之助Kamanosuke,釜之助
カミKami,カミ
カミノスKami Nosu,カミノス
カルンKarun,カルン
カローニKarōni,カローニ
カーサKāsa,カーサ
ホルス・ベロボーグHorusu Berobōgu,ホルス・ベロボーグ
キーランKīran,キーラン
チーちゃんChī-chan,チーちゃん
キムKimu,キム
為善最楽メダルXIII,為善最楽メダルXIII
為善最楽メダルXIV,為善最楽メダルXIV
為善最楽メダルXVI,為善最楽メダルXVI
為善最楽メダルXV,為善最楽メダルXV
キングプロテアKingupurotea,キングプロテア
キングスネイクKingusuneiku,キングスネイク
キング・オブ・ロードKingu Obu Rōdo,キング・オブ・ロード
大山を統べる者Taisan wo Suberu-mono,大山を統べる者
キングダムKingudamu,キングダム
霧島Kirishima,霧島
遍歴の騎士のヘルメットBenreki no Kishi no Herumetto,遍歴の騎士のヘルメット
騎士と城Kishi to Shiro,騎士と城
キシドウボンプKishidoubonpu,キシドウボンプ
クレタ・ベロボーグKureta Berobōgu,クレタ・ベロボーグ
狛野真斗Komano Manato,狛野真斗
高坂Kōsaka,高坂
セイレーンクレードルSeirēn Kurēdoru,セイレーンクレードル
"「クランプスの黒枝」""Kuranpusu no Kuroeda""",「クランプスの黒枝」
葵Aoi[!][!]Assumed reading,葵
キラKira,キラ
キーリーKīrī,キーリー
ニャーゴちゃんNyāgo Chan,ニャーゴちゃん
ランプブランチRanpuburanchi,ランプブランチ
ランスRansu,ランス
ランドンRandon,ランドン
ランタンザカナRantanzakana,ランタンザカナ
ランサRansa,ランサ
ラスト・フライトRasuto Furaito,ラスト・フライト
最後の一瞥と最初の出会いSaigo no Ichibetsu to Saisho no De'ai,最後の一瞥と最初の出会い
ロレンスRorensu,ロレンス
ファルケンハイン傭兵団の長Farukenhain Yōheidan no Osa,ファルケンハイン傭兵団の長
カリュドーンの子Karyudōn no Ko,カリュドーンの子
ルブランRuburan,ルブラン
イエロー・フーIerō Fū,イエロー・フー
"『猛虎伏魔伝！』""Mōko Fukuma Den!""",『猛虎伏魔伝！』
レイフReifu,レイフ
麗Rei[!][!]Assumed reading,麗
ラマニアンホロウRamanian Horou,ラマニアンホロウ
レオンくんReon-kun,レオンくん
レオナReona,レオナ
レルナReruna,レルナ
"「レテ」""Rete""",「レテ」
プルにゃんへ…Puru-nyan e…,プルにゃんへ…
レティReti,レティ
レバーRebā,レバー
リーRī,リー
リー・バオロンRī Baoron,リー・バオロン
ルオンRuon,ルオン
ライトRaito,ライト
ザフラッシュナーブZafurasshunābu,ザフラッシュナーブ
リコRiko,リコ
ちょっぴりあざといChoppiri Azatoi,ちょっぴりあざとい
リリカRirika,リリカ
リリィRirī,リリィ
ユリYuri,ユリ
ライオネル・タイムフィールドLioneru Taimufīrudo,ライオネル・タイムフィールド
シシカサゴShishikasago,シシカサゴ
リーズRīzu,リーズ
トビダコTobidako,トビダコ
ちびっ子騎士の大突撃Chibikko Kishi no Dai Totsugeki,ちびっ子騎士の大突撃
活性ドライブKassē Doraibu,活性ドライブ
リーゼRīze,リーゼ
ロッカーRokkā,ロッカー
配送トラブルHaisō Toraburu,配送トラブル
ロッキーRokkī,ロッキー
ローラRōra,ローラ
コッチミルナKocchimiruna,コッチミルナ
ロードスネイクRōdosuneiku,ロードスネイク
ブロンズギアマスターBuronzugiamasutā,ブロンズギアマスター
ロレンツ少将Rorentsu Shōshō,ロレンツ少将
迷子の猫Maigo no Neko,迷子の猫
落とし物捜索Otoshimono Sōsaku,落とし物捜索
サプライボックスSapuraibokkusu,サプライボックス
レゾブレムRezoburemu,レゾブレムRezoburemu
"「花束のように愛慕して」""Hataba no yoni Aibo shite""",「花束のように愛慕して」
ルシアーナ・オクシスィース・テオドロ・デ・モンテフィーノRushiāna Okushisīsu Teodoro de Montefīno,ルシアーナ・オクシスィース・テオドロ・デ・モンテフィーノ
ルシウスRushiusu,ルシウス
オマネキボンプOmanekibonpu,オマネキボンプ
ルクローRukurō,ルクロー
ルカRuka,ルカ
ルミナスクエアRuminasukuea,ルミナスクエア
さんSUNサングラス,さんSUNサングラス
ローRō,ロー
ルピタRupita,ルピタ
クイック支援：ルッツジャンプ_JP0A,クイック支援：ルッツジャンプ
LV60、王の帰還,LV60、王の帰還
フォン・ライカンFon Raikan,フォン・ライカン
ライカン・セレクションRaikan Serekushon,ライカン・セレクション
リディアRidia,リディア
ライラRaira,ライラ
凛Rin,凛
ライアー小隊Raiā Shōtai,ライアー小隊
ライアー小隊の録音テープRaiā Shōtai no Rokuon Tēpu,ライアー小隊の録音テープ
マクドナルドボンプンナンナMakudonarudobonpunnanna,マクドナルドボンプンナンナ
マッハ25Mahha 25,マッハ25
機械Kikai,機械
サバSaba,サバ
マッド・チャージMaddo Chāji,マッド・チャージ
クッツキボンプKuttsukibonpu,クッツキボンプ
シイラShiira,シイラ
マンボウManbou,マンボウ
ジュゴンJugon,ジュゴン
マンドレイクMandoreiku,マンドレイク
タンビマンタTanbimanta,タンビマンタ
マルセルグループMaruseru Gurūpu,マルセルグループ
マルセルの迷宮Maruseru no Meikyū,マルセルの迷宮
たたかえ！三尺ヒーローTatakae Sanjaku Hīrō,たたかえ！三尺ヒーロー
マルコMaruko,マルコ
マリーンMarīn,マリーン
マーヴィンMāvin,マーヴィン
"「覆面の研究者」""Fukumen no Kenkyūsha""",「覆面の研究者」
未加工マスターテープMikakō Masutātēpu,未加工マスターテープ
ドリンクマスターDorinkumasutā,ドリンクマスター
マスターピースMasutāpīsu,マスターピース
マットMatto,マット
終結スキル：殲滅モードMAXShūketsu Sukiru: Senmetsu Mōdo MAX,終結スキル：殲滅モードMAX
"願わくば、誰もが1ディニーを持っていますようにNegaiwakuba, Dare mo ga Ichi Dinī wo Motteimasu yōni",願わくば、誰もが1ディニーを持っていますように
込められた思いKomerareta  Omoi,込められた思い
メイフラワー市長Meifurawā Shichō,メイフラワー市長
マックダンMakku Dan,マックダン
黄金魔神ギアゴルドŌgon Majin Gia Gorudo,黄金魔神ギアゴルド
「メガロフォビアI」,「メガロフォビアI」
「メガロフォビアII」,「メガロフォビアII」
「メガロフォビアIII」,「メガロフォビアIII」
「メガロフォビアIV」,「メガロフォビアIV」
メイリンMeirin,メイリン
"ホロウ「メリノエ」Horou ""Merinoe""",ホロウ「メリノエ」
"ホロウ「メリノエ」の入口Horou ""Merinoe"" no Iriguchi",ホロウ「メリノエ」の入口
メローMerō,メロー
ホームシックHōmushikku,ホームシック
いまでも夢を覚えていますかImademo Yumewo Oboeteimasuka,いまでも夢を覚えていますか
思い出コレクションOmoide Korekushon,思い出コレクション
ニャ～Nya~,ニャ～Nya~
人魚Ningyo,人魚
鋼鉄のキメラKōtetsu no Kimera,鋼鉄のキメラ
狸の七変化Tanuki no Nana Henka[!][!]Assumed reading,狸の七変化
メトロゴブリンMetoro Goburin,メトロゴブリン
列車ターミナル・中央Ressha tāminaru chūō,列車ターミナル・中央
列車ターミナル・外周Ressha tāminaru gaishū,列車ターミナル・外周
メヴォラク司教Mevoraku Shikyō,メヴォラク司教
にゃんきち長官Nyankichi Chōkan,にゃんきち長官
ミーアMīa,ミーア
ミアズマMiazuma,ミアズマ
ミアズマの司祭Miazuma no Shisai,ミアズマの司祭
ミアズマのひなMiazuma no Hina,ミアズマのひな
ミアズミック・ドッペルゲンガー・深淵の断罪者Miazumikku - Dopperugengā - Shin'en no Danzaisha,ミアズミック・ドッペルゲンガー・深淵の断罪者
ミアズミック・ドッペルゲンガー・ジェーンMiazumikku Dopperugengā Jēn,ミアズミック・ドッペルゲンガー・ジェーン
"ミアズミック・ドッペルゲンガー・「背信者」Miazumikku Dopperugengā - ""Haishinsha""",ミアズミック・ドッペルゲンガー・「背信者」
ミアズミック・トラキアンMiasumikku - Torakian,ミアズミック・トラキアン
ミアズミック・トリノックスMiazumikku Torinokkusu,ミアズミック・トリノックス
ミアズミック・ドッペルゲンガー・狛野真斗Miazumikku - Dopperugengā - Komano Manato,ミアズミック・ドッペルゲンガー・狛野真斗
ミアズマ・フィーンド・名は名なれどMiazuma Fīndo - Na wa Naredo,ミアズマ・フィーンド・名は名なれど
ミアズマ・レムナント・キャノニアMiazuma Remunanto Kyanonia,ミアズマ・レムナント・キャノニア
